phi;theta;Vol (um3);Flatness;Target
165.131;28.4177;0.00757526;1.43889;0
165.079;36.6361;0.00565947;2.03112;0
165.024;23.4533;0.00936801;1.37142;0
165.003;28.1044;0.00472794;4.05195;0
164.897;24.6616;0.00810254;1.76369;0
164.881;28.2596;0.00507946;1.69759;0
164.844;28.5339;0.00718858;1.12302;0
164.822;31.3711;0.00469279;1.58655;0
164.715;27.8176;0.0104577;1.25098;0
164.711;21.561;0.00769829;1.20785;0
164.651;29.3336;0.00472794;1.39031;0
164.643;29.4092;0.00529038;1.86393;0
164.628;21.1872;0.00467522;1.22304;0
164.543;28.2388;0.0062219;1.49069;0
164.536;29.8551;0.01849;1.97628;0
164.529;24.7333;0.00964922;1.64778;0
164.529;48.2096;0.00692494;3.04382;0
164.386;28.12;0.00525522;1.42724;0
164.38;22.2358;0.0266979;1.20337;0
164.288;17.6879;0.00592311;1.63072;0
164.285;33.06;0.0128129;4.38965;0
164.276;25.5821;0.00655585;1.73258;0
164.236;22.5041;0.00585281;1.0911;0
164.124;22.6934;0.0178396;1.27446;0
164.118;31.2665;0.0110202;1.62873;0
164.113;22.9055;0.00711828;1.26946;0
164.103;27.5807;0.0127953;1.37028;0
164.094;16.3884;0.00638009;1.72423;0
164.087;20.0213;0.0118814;1.05891;0
164.077;24.494;0.00611645;1.89677;0
164.072;24.4909;0.00699525;2.19142;0
164.037;20.6896;0.00616918;2.8924;0
164.004;23.9179;0.00606372;1.44315;0
163.999;27.4247;0.00474552;1.26802;0
163.98;27.3457;0.00919225;1.93381;0
163.95;29.3475;0.00891103;1.55758;0
163.905;23.4058;0.0147287;1.57213;0
163.855;30.2149;0.0053431;1.43799;0
163.833;27.8111;0.00725889;1.35719;0
163.797;18.9938;0.00585281;1.6353;0
163.796;21.1049;0.0158008;1.36012;0
163.734;25.7383;0.00674918;1.31639;0
163.725;25.9282;0.00469279;1.42968;0
163.597;29.5329;0.0149396;1.31745;0
163.591;28.8864;0.00467522;1.92521;0
163.59;19.1821;0.00479825;1.33748;0
163.571;37.0528;0.0047631;1.84173;0
163.568;28.8693;0.0047631;1.1043;0
163.457;24.4161;0.0156954;1.24203;0
163.414;17.7651;0.00472794;1.54174;0
163.359;20.9886;0.00949104;1.21659;0
163.337;28.0081;0.0189469;1.18079;0
163.296;21.6037;0.0057825;1.30836;0
163.222;27.2469;0.00518492;1.50549;0
163.221;28.3661;0.00588796;1.01441;0
163.2;28.8689;0.00796193;1.47444;0
163.174;21.4872;0.0471916;2.29733;0
163.131;20.9377;0.00499158;1.82975;0
163.051;29.8839;0.0057122;1.55003;0
163.032;23.6247;0.00485098;1.5069;0
163.022;28.5131;0.00493886;2.88789;0
162.971;18.6125;0.0048334;1.17322;0
162.945;28.4755;0.0114947;1.82472;0
162.906;19.0374;0.00504431;1.59924;0
162.887;20.7549;0.00467522;1.82011;0
162.839;22.0256;0.0048334;1.31543;0
162.799;28.4743;0.00750495;1.089;0
162.787;28.4983;0.00495643;1.43622;0
162.784;23.4861;0.00485098;1.71593;0
162.783;10.3625;0.00773344;1.16332;0
162.75;28.3572;0.0126196;1.18828;0
162.745;23.9292;0.00567705;1.3418;0
162.743;20.7423;0.00471037;1.48951;0
162.722;19.8321;0.0047631;1.40677;0
162.696;21.4932;0.00731162;1.04308;0
162.661;19.9287;0.00639766;2.78969;0
162.649;22.483;0.0066613;1.37624;0
162.629;20.943;0.00597584;1.68385;0
162.607;20.6413;0.00507946;1.28089;0
162.604;29.056;0.0254325;1.26615;0
162.582;19.1455;0.0895146;1.30458;0
162.467;33.2583;0.0048334;3.61427;0
162.463;19.3004;0.00471037;1.2377;0
162.429;21.2146;0.00546614;2.28037;0
162.424;26.8404;0.00639766;1.87782;0
162.371;27.1806;0.00536068;2.38177;0
162.368;26.6424;0.00472794;1.90802;0
162.364;59.741;0.00590554;1.17758;0
162.283;17.2707;0.00469279;1.96197;0
162.25;22.2268;0.0143947;1.98942;0
162.221;19.661;0.0157657;1.41783;0
162.213;29.0982;0.00493886;1.3182;0
162.184;23.4408;0.00724131;1.30107;0
162.123;23.4868;0.006591;2.69678;0
162.085;27.3665;0.0048334;1.13632;0
162.077;29.2802;0.00625706;1.33907;0
162.016;29.072;0.00544856;1.98226;0
162.01;21.3503;0.00469279;1.26903;0
161.989;19.3395;0.00502674;1.4327;0
161.857;25.5898;0.00868254;1.66351;0
161.834;20.5411;0.0048334;1.1967;0
161.815;28.4549;0.00664373;1.51151;0
161.8;26.8017;0.00984256;1.79101;0
161.778;35.2877;0.00514977;2.89227;0
161.712;27.9046;0.00469279;2.21546;0
161.642;26.2899;0.00541341;1.95916;0
161.584;23.9072;0.00478067;1.87209;0
161.556;23.5492;0.00641524;1.28243;0
161.548;26.9993;0.00717101;1.10729;0
161.537;28.4925;0.00493886;1.22307;0
161.53;27.835;0.00478067;1.49401;0
161.515;23.0059;0.0053431;1.18272;0
161.468;21.4182;0.020476;2.24658;0
161.426;28.9067;0.0207924;1.81696;0
161.421;19.8306;0.0087177;1.77299;0
161.377;25.7211;0.00485098;2.76578;0
161.351;22.3862;0.00522007;1.27856;0
161.268;28.7784;0.00833102;1.10198;0
161.201;21.7595;0.0053431;1.26482;0
161.155;26.6247;0.00553644;1.18201;0
161.147;21.8872;0.00808496;1.22587;0
161.109;25.766;0.00780374;1.27395;0
161.005;25.8545;0.0116529;1.89246;0
161.004;28.6497;0.00488613;4.03047;0
160.937;23.2465;0.00755768;1.82416;0
160.93;22.4003;0.00803223;1.03154;0
160.913;24.3141;0.0056419;1.39202;0
160.907;19.8499;0.0171542;1.19294;0
160.669;33.2104;0.0084189;2.59794;0
160.652;24.6012;0.00499158;2.25041;0
160.575;26.3902;0.00523765;2.12683;0
160.538;22.9747;0.006591;1.66136;0
160.487;18.6809;0.00481582;1.2125;0
160.464;27.6398;0.00467522;1.34434;0
160.387;22.7755;0.0074698;1.21154;0
160.387;21.1657;0.00514977;1.46394;0
160.363;25.6824;0.00648554;1.29514;0
160.347;23.6795;0.00502674;1.32894;0
160.343;28.9188;0.00880558;1.56798;0
160.252;26.6193;0.00845406;1.34109;0
160.22;22.325;0.00543098;2.21618;0
160.035;22.2992;0.00987771;1.84379;0
160.009;22.0021;0.00530795;1.80762;0
159.915;21.9059;0.00854194;1.10984;0
159.881;31.164;0.015959;3.97242;0
159.879;46.4696;0.00613402;1.40957;0
159.852;24.7001;0.00632736;1.81386;0
159.736;17.2553;0.00569462;1.62814;0
159.719;31.5009;0.029598;1.93215;0
159.698;37.1251;0.00478067;1.84053;0
159.683;21.6974;0.00873527;1.65582;0
159.631;22.9563;0.0060813;1.41063;0
159.618;20.9687;0.00499158;1.07758;0
159.6;29.7562;0.00776859;1.06401;0
159.543;21.3959;0.00585281;1.09731;0
159.532;15.9268;0.00646797;2.86692;0
159.419;8.07183;0.00469279;2.84228;0
159.363;20.5483;0.00485098;1.3147;0
159.287;24.5901;0.00625706;2.23061;0
159.235;29.3152;0.00502674;1.5235;0
159.231;21.6555;0.00998317;2.71884;0
159.197;29.9484;0.00525522;1.48067;0
159.161;29.5335;0.0125317;1.50311;0
159.027;19.5565;0.00465764;2.39416;0
159.007;24.9151;0.00551886;1.19105;0
158.926;28.0671;0.00525522;1.55168;0
158.844;26.9761;0.0139905;1.93856;0
158.625;29.8844;0.00485098;1.92008;0
158.603;20.7911;0.00492128;1.79547;0
158.475;25.7621;0.00913952;2.0452;0
158.471;23.2913;0.00764556;1.24875;0
158.376;19.5621;0.00537826;2.05273;0
158.334;30.6786;0.00645039;1.47637;0
158.271;23.2384;0.0314786;1.31003;0
158.255;26.4551;0.00488613;3.08457;0
158.243;24.1206;0.0148693;1.64382;0
158.226;21.9331;0.00557159;1.47745;0
158.22;21.8283;0.0161348;1.45499;0
158.2;22.0267;0.0121977;1.53882;0
158.065;20.8101;0.00471037;3.40136;0
157.98;20.3344;0.00481582;1.14192;0
157.947;26.231;0.00502674;2.64518;0
157.887;26.2176;0.0148517;1.29954;0
157.824;25.0386;0.00773344;1.95757;0
157.81;27.5994;0.0105104;1.54195;0
157.791;19.0362;0.00500916;1.80443;0
157.79;25.8545;0.00500916;1.76886;0
157.635;27.704;0.00729404;2.14218;0
157.522;26.5559;0.00478067;1.77877;0
157.519;25.2023;0.00509704;2.80873;0
157.488;30.6273;0.00694252;2.09638;0
157.393;22.3482;0.00486855;1.30727;0
157.385;25.0876;0.00500916;3.7886;0
157.359;23.0708;0.00478067;2.22868;0
157.33;18.8614;0.00518492;1.31362;0
157.317;20.7716;0.00471037;1.43642;0
157.314;24.3885;0.0120747;1.26035;0
157.23;32.4695;0.0311798;1.61399;0
157.132;21.1616;0.0248876;1.0939;0
157.029;29.8683;0.0056419;1.24569;0
156.996;15.5907;0.00485098;2.99072;0
156.767;27.3408;0.00683706;2.03958;0
156.76;21.5257;0.00641524;1.29677;0
156.524;26.6737;0.0175408;1.20297;0
156.43;21.4164;0.0260125;1.36263;0
156.421;23.9742;0.00761041;1.17008;0
156.305;22.1807;0.010862;1.40607;0
156.194;18.0985;0.00662615;2.01799;0
156.162;23.1172;0.0049037;1.18589;0
156.088;29.2765;0.0119868;1.69699;0
156.026;28.4462;0.0082783;1.85045;0
155.952;28.6869;0.00532553;2.20584;0
155.729;24.496;0.0048334;2.19426;0
155.662;25.4251;0.00471037;3.04149;0
155.58;7.60507;0.0311447;1.25656;0
155.574;20.9467;0.00539583;2.40871;0
155.539;28.5263;0.00518492;1.51145;0
155.464;20.5309;0.0100359;2.68697;0
155.303;21.792;0.00522007;1.75059;0
155.234;25.8891;0.00681949;1.37805;0
155.172;21.3871;0.0066613;1.75001;0
155.126;29.5133;0.00599342;1.84333;0
155.113;29.8881;0.00471037;1.77704;0
155.099;23.8227;0.00478067;1.25535;0
155.081;24.832;0.00532553;1.28593;0
154.972;28.1161;0.065207;1.56634;0
154.839;23.4021;0.00481582;2.25095;0
154.738;21.1733;0.0177342;1.25326;0
154.717;20.3865;0.00761041;1.43737;0
154.625;20.8372;0.00660858;1.20193;0
154.492;23.3885;0.00569462;1.84047;0
154.322;20.2319;0.00485098;1.67599;0
154.306;22.175;0.00511462;1.56216;0
154.245;19.1527;0.00500916;1.04195;0
154.222;21.9242;0.00506189;1.23933;0
154.153;20.4187;0.00506189;1.81508;0
154.151;21.0685;0.0197203;1.11867;0
153.996;21.93;0.00567705;1.34417;0
153.987;19.5827;0.0047631;1.5002;0
153.911;21.1245;0.0047631;1.64286;0
153.892;27.5887;0.00551886;1.69597;0
153.882;26.0769;0.00469279;2.7714;0
153.82;29.6703;0.00485098;1.74716;0
153.819;21.5955;0.00931528;1.76487;0
153.785;28.4163;0.00618675;1.15636;0
153.769;24.6148;0.0052728;1.68225;0
153.616;21.929;0.00623948;1.20494;0
153.564;19.7708;0.00717101;2.01496;0
153.552;23.3278;0.024044;1.15581;0
153.543;29.7347;0.00502674;1.61325;0
153.538;21.2635;0.0082783;1.57817;0
153.468;23.2166;0.00875285;2.07847;0
153.388;16.9446;0.00769829;3.04839;0
153.293;25.7023;0.00968438;2.03529;0
153.242;24.2312;0.0151505;1.23171;0
153.218;28.8822;0.00903406;1.20721;0
153.124;22.6213;0.0083486;1.67674;0
153.1;18.861;0.00673161;1.45524;0
153.08;21.3347;0.00506189;2.06768;0
152.919;25.601;0.0117935;1.80962;0
152.917;23.967;0.0116529;2.23651;0
152.876;26.0039;0.0107917;2.72;0
152.823;23.2939;0.00530795;1.45226;0
152.812;21.2446;0.0139729;1.20659;0
152.725;23.9417;0.112117;1.86997;0
152.698;24.9254;0.00996559;2.48477;0
152.644;22.1557;0.00504431;2.48142;0
152.601;19.1085;0.00544856;1.64354;0
152.6;24.1425;0.00500916;1.24733;0
152.558;21.3459;0.14038;1.16142;0
152.413;23.5785;0.0411103;2.09163;0
152.232;18.8224;0.0078389;1.37966;0
152.209;23.6987;0.00560674;1.23751;0
152.169;21.2597;0.00701282;1.1336;0
152.159;21.8702;0.00485098;1.2629;0
152.075;21.9201;0.00855951;1.36045;0
151.987;21.4332;0.0056419;3.25086;0
151.76;22.3959;0.0111432;1.362;0
151.529;25.764;0.00599342;1.95198;0
151.372;24.4185;0.4481;2.34773;0
151.349;23.1094;0.00657342;1.8288;0
151.304;26.9828;0.00492128;1.65318;0
151.273;23.2312;0.00796193;1.25847;0
151.015;23.6375;0.117548;2.42971;0
150.897;22.2986;0.011565;1.54666;0
150.814;18.965;0.0143947;1.9546;0
150.754;22.2459;0.00478067;1.93039;0
150.568;24.3773;0.0057122;1.71682;0
150.473;25.2047;0.0052025;1.18331;0
150.398;20.9808;0.00755768;1.38859;0
150.24;23.5082;0.010071;2.0103;0
150.199;21.5311;0.0083486;1.09305;0
149.879;24.1446;0.00497401;1.4555;0
149.875;25.9369;0.00585281;1.62108;0
149.24;21.3145;0.00664373;1.24359;0
148.982;23.8133;0.00562432;2.89421;0
148.874;22.5862;0.00580008;1.39393;0
148.536;22.7255;0.00580008;1.60119;0
148.435;17.5922;0.00553644;1.87014;0
148.19;22.1251;0.00804981;2.08496;0
147.936;21.6683;0.00537826;1.46228;0
147.914;21.5628;0.0184021;1.20328;0
147.63;20.6116;0.00502674;2.08055;0
147.46;20.3269;0.00704798;1.14032;0
146.968;19.3544;0.00488613;1.33766;0
146.59;19.5797;0.00580008;2.60713;0
146.175;21.5441;0.00868254;1.94882;0
145.796;22.4977;0.0056419;1.49244;0
145.067;22.1658;0.00738192;1.42921;0
144.58;15.6997;0.00650312;1.57068;0
144.45;16.3203;0.00499158;1.28726;0
144.035;15.8157;0.0137093;1.81121;0
140.251;19.3946;0.0132347;1.19201;0
140.228;17.7562;0.00660858;2.41246;0
137.559;14.581;0.008788;1.3785;0
127.099;12.1248;0.00544856;2.96943;0
123.205;8.24262;0.0158008;1.41624;0
116.886;11.0216;0.00613402;3.48699;0
113.506;79.448;0.00525522;1.07024;0
82.043;6.30264;0.154001;1.7672;1
77.2854;8.92111;0.00669646;5.16315;1
73.43;0.798697;0.00467522;3.30535;1
73.3948;4.08958;0.0287719;1.69925;1
71.7645;11.3764;0.0161172;2.50581;1
64.2379;14.1749;0.00738192;1.5007;1
55.343;3.32085;0.0104753;4.27188;1
54.2802;9.7109;0.00594069;4.51828;1
50.9034;21.3163;0.00590554;3.02643;1
49.8617;74.4853;0.0119341;1.14087;1
44.0335;12.628;0.00957892;1.32002;1
42.8922;9.42953;0.0186657;1.28391;1
39.7497;11.3324;0.0196675;1.67256;1
30.2346;13.4554;0.0506365;1.49267;1
29.1225;27.8979;0.00724131;1.66289;1
28.1801;57.3938;0.00597584;1.17252;1
27.7386;76.343;0.0187184;1.23654;1
27.2237;19.1795;0.00996559;3.45899;1
26.1086;34.0945;0.0111432;1.80594;1
25.9684;30.3883;0.00688979;2.44127;1
25.5588;25.377;0.0151681;2.21509;1
24.0438;30.2299;0.00678434;1.2588;1
24.0152;30.8948;0.00641524;1.4096;1
23.9504;42.557;0.00729404;1.26541;1
23.9299;30.4153;0.00826072;1.2374;1
23.8679;31.6541;0.00980741;1.21708;1
23.8641;30.8681;0.00546614;1.40785;1
23.8127;33.9398;0.00471037;1.60135;1
23.7775;32.5574;0.00961407;1.05031;1
23.6553;32.1198;0.00469279;1.46919;1
23.642;32.9804;0.00625706;1.97976;1
23.5667;34.9332;0.00486855;2.75402;1
23.5305;34.1886;0.00558917;1.89481;1
23.4959;31.8473;0.0119341;1.42145;1
23.2912;32.9247;0.0066613;1.39062;1
23.2304;33.0994;0.00664373;1.27027;1
23.0948;32.8179;0.00789162;1.871;1
23.0178;33.0365;0.00492128;1.25801;1
22.9844;32.7368;0.0110905;1.83202;1
22.9297;30.4193;0.0109323;1.8346;1
22.923;34.3237;0.00638009;3.10327;1
22.8862;32.1492;0.00465764;1.64662;1
22.8632;32.5577;0.0052728;1.18386;1
22.8255;31.8331;0.0056419;1.5599;1
22.7906;57.9105;0.0062219;1.10825;1
22.5788;32.9424;0.00780374;2.09329;1
22.5656;29.2758;0.0140432;1.84611;1
22.5484;32.7021;0.00576493;1.24385;1
22.5131;31.7677;0.00518492;1.30745;1
22.4927;26.1637;0.00745222;2.44914;1
22.4568;35.3644;0.00609887;1.99566;1
22.4324;30.0932;0.0047631;1.84782;1
22.4068;30.5429;0.00558917;1.5794;1
22.3305;31.7456;0.00565947;1.31962;1
22.2988;33.8334;0.0126196;1.41934;1
22.2818;34.8554;0.00750495;1.68431;1
22.2699;30.6255;0.00715343;1.47228;1
22.1393;33.621;0.00467522;1.24476;1
22.1382;34.0275;0.011565;1.29063;1
22.0929;32.3896;0.00574735;1.06161;1
22.067;33.2218;0.0285962;1.8903;1
22.06;32.752;0.00831345;1.60003;1
22.055;32.3467;0.00532553;1.55119;1
22.0161;32.3775;0.00680191;1.69152;1
21.9978;32.2585;0.00465764;2.34747;1
21.9741;33.6257;0.0113541;1.51659;1
21.9624;34.3989;0.00594069;1.72264;1
21.9586;32.7106;0.0162578;3.07823;1
21.9115;32.9444;0.00609887;1.4171;1
21.8847;37.1438;0.00514977;2.78182;1
21.8058;35.6267;0.00479825;1.49294;1
21.7726;33.1841;0.0135335;2.31723;1
21.7651;32.9095;0.00488613;1.13547;1
21.719;32.525;0.00717101;1.33509;1
21.6931;33.7813;0.00826072;1.75843;1
21.6917;30.3273;0.00544856;1.35216;1
21.673;34.3439;0.00669646;2.08318;1
21.6432;37.0683;0.00511462;1.809;1
21.5875;33.003;0.0060813;2.58071;1
21.5706;31.9959;0.00766314;1.44736;1
21.414;61.385;0.00553644;2.19123;1
21.4041;34.3504;0.00699525;1.10423;1
21.3916;30.4027;0.0056419;4.11404;1
21.3915;32.3198;0.00478067;2.50991;1
21.3716;32.7791;0.00771586;1.22564;1
21.3546;32.5932;0.00634494;1.44887;1
21.3382;34.1226;0.00486855;1.0349;1
21.2699;32.6682;0.0160469;1.94231;1
21.2526;33.3113;0.0169608;2.39543;1
21.2335;32.3394;0.0049037;1.59675;1
21.2107;33.3102;0.00471037;1.48038;1
21.1536;36.5661;0.00778617;1.10258;1
21.1127;41.7183;0.0242197;1.84999;1
21.0993;29.632;0.00472794;2.58698;1
21.0753;32.0506;0.00636251;1.34462;1
21.0369;35.8496;0.00543098;1.82133;1
21.0137;27.4934;0.00632736;1.93639;1
20.9964;32.8069;0.014676;1.28294;1
20.9806;85.4361;0.0207748;1.14724;1
20.9423;32.6897;0.00762798;1.10944;1
20.9405;33.0638;0.00778617;1.72517;1
20.927;33.3835;0.00964922;1.48511;1
20.9226;33.6148;0.00492128;1.13739;1
20.8964;34.1153;0.0205639;1.07269;1
20.884;32.3819;0.015379;1.8853;1
20.8654;32.7322;0.00680191;2.18858;1
20.8532;36.0837;0.0123384;1.62895;1
20.8221;32.5294;0.0109323;2.33302;1
20.8057;29.0905;0.00766314;1.17526;1
20.7974;31.2437;0.00511462;2.09163;1
20.7718;32.865;0.00618675;1.21655;1
20.7712;33.7801;0.0112135;1.13209;1
20.7594;30.4464;0.0230773;1.57715;1
20.7412;33.6497;0.00497401;1.2364;1
20.7138;33.0029;0.00544856;1.18597;1
20.692;33.701;0.00472794;1.26232;1
20.668;35.1071;0.00954377;1.72307;1
20.6391;34.8699;0.00594069;1.25292;1
20.5844;32.6729;0.00880558;1.44037;1
20.5695;33.7187;0.0197378;1.41726;1
20.5402;33.1815;0.0110026;1.48939;1
20.5253;33.5718;0.00488613;1.40029;1
20.5157;32.7275;0.00467522;1.89944;1
20.5103;33.237;0.00488613;1.32524;1
20.4913;33.4031;0.00471037;1.37618;1
20.4759;30.4895;0.00706555;1.94423;1
20.4708;34.7019;0.0141487;1.28865;1
20.4592;33.1799;0.00752253;2.0924;1
20.4408;35.2279;0.00565947;1.18085;1
20.4325;34.2297;0.00523765;2.26849;1
20.4275;32.8611;0.00513219;2.18537;1
20.4113;32.5068;0.00725889;1.67043;1
20.4007;32.0782;0.00507946;2.41721;1
20.3933;32.1811;0.00595826;1.23803;1
20.3599;33.3441;0.00648554;2.64763;1
20.3545;32.0787;0.00465764;1.24471;1
20.3202;34.9045;0.00543098;2.09512;1
20.3009;32.9148;0.017119;1.78461;1
20.2985;34.1933;0.00901649;1.72724;1
20.2819;33.3244;0.0112135;1.47416;1
20.2644;36.8443;0.00488613;1.44491;1
20.2215;33.2465;0.00486855;1.72515;1
20.2082;32.2134;0.00741707;1.17356;1
20.205;31.3518;0.00492128;1.13212;1
20.2033;36.2766;0.00550129;1.9971;1
20.1956;36.603;0.00465764;2.04749;1
20.1603;35.3185;0.00465764;2.33074;1
20.1562;32.9185;0.0174881;1.67443;1
20.1557;32.435;0.0107917;1.61942;1
20.1467;34.6499;0.00919225;1.24369;1
20.142;33.7643;0.0070304;1.27525;1
20.0961;28.4476;0.00706555;2.61343;1
20.0866;30.1092;0.00493886;2.05174;1
20.0817;33.3155;0.00569462;1.34283;1
20.0792;33.2882;0.00768071;1.17514;1
20.0158;31.138;0.00502674;1.41488;1
20.0123;34.2147;0.00471037;1.05172;1
20.0025;33.2188;0.00513219;1.29053;1
19.9992;31.9987;0.00518492;2.17123;1
19.9878;35.1679;0.0109674;1.61863;1
19.9868;31.1088;0.00583523;1.87862;1
19.984;34.0643;0.00492128;1.23382;1
19.9695;33.1879;0.00968438;1.37372;1
19.9265;38.44;0.00511462;2.54276;1
19.9251;31.5942;0.00536068;1.55233;1
19.916;32.9904;0.0053431;1.75346;1
19.909;33.6633;0.00488613;1.61477;1
19.864;33.5371;0.00580008;1.14541;1
19.8607;36.6192;0.00478067;2.06036;1
19.8478;32.1649;0.0065207;1.15065;1
19.8417;33.0024;0.00507946;1.75043;1
19.8409;34.527;0.00660858;1.27914;1
19.8344;33.0447;0.0344314;1.67017;1
19.8249;32.822;0.00980741;1.26281;1
19.8145;35.2994;0.0148341;1.2798;1
19.8012;31.866;0.00543098;1.14315;1
19.7954;33.2542;0.00713586;1.55596;1
19.791;32.9933;0.00601099;2.16999;1
19.7792;33.4418;0.00611645;1.37314;1
19.7642;35.157;0.00625706;1.90651;1
19.7513;31.5581;0.0114244;1.29671;1
19.7282;35.3393;0.0168027;1.38239;1
19.7209;34.5478;0.00467522;1.6225;1
19.7131;33.9891;0.00620433;1.8671;1
19.6918;32.9202;0.00815526;2.16025;1
19.6593;33.1551;0.00599342;1.37169;1
19.6504;35.3055;0.010282;1.85123;1
19.6368;32.5293;0.00522007;1.16786;1
19.6214;32.3489;0.00905164;1.0132;1
19.6074;25.0472;0.006591;4.6888;1
19.5759;34.0592;0.014096;1.54531;1
19.5688;32.8095;0.00676676;1.20499;1
19.5624;31.6513;0.008788;1.29044;1
19.5576;35.9307;0.0057122;1.69375;1
19.4892;32.8725;0.00472794;1.20099;1
19.4756;33.7503;0.0105632;1.35805;1
19.4402;34.2719;0.0101765;1.23423;1
19.4098;33.3513;0.00913952;1.5382;1
19.3925;33.011;0.00750495;1.60057;1
19.3899;34.0839;0.00602857;1.68389;1
19.3829;33.6259;0.00472794;1.28653;1
19.3794;32.7227;0.0161699;1.09017;1
19.3792;35.2564;0.0109147;1.58279;1
19.3706;33.2453;0.00683706;1.21244;1
19.3653;33.4297;0.0048334;1.32616;1
19.3176;33.416;0.00529038;1.29414;1
19.3164;34.0016;0.0069601;1.56408;1
19.3046;33.1963;0.00485098;1.65691;1
19.3011;32.8904;0.00875285;1.3867;1
19.2918;32.5318;0.00485098;1.36842;1
19.2829;33.7655;0.00576493;1.85716;1
19.2665;31.2727;0.0049037;1.25148;1
19.2511;28.8791;0.0061516;1.10285;1
19.2304;31.441;0.012479;1.22481;1
19.1905;44.4064;0.00836618;1.5588;1
19.1864;33.2266;0.0290356;1.11077;1
19.1461;33.2224;0.00469279;1.83021;1
19.1382;33.0941;0.00518492;1.39204;1
19.1203;34.2105;0.00485098;1.06906;1
19.1185;33.6382;0.0636251;1.12163;1
19.1115;32.7771;0.0052728;1.601;1
19.1056;34.4479;0.00514977;1.29102;1
19.1038;33.7263;0.00623948;1.26619;1
19.0979;35.548;0.00504431;1.37929;1
19.0923;33.4657;0.00636251;1.0858;1
19.0738;35.0715;0.0107038;1.28023;1
19.0516;33.8476;0.0116529;1.18225;1
19.0489;33.3048;0.0226906;1.04757;1
19.0182;33.1637;0.0057825;1.99428;1
19.011;32.3777;0.0149572;1.37158;1
19.0027;32.6267;0.00873527;1.25333;1
18.9833;33.9171;0.00676676;2.2905;1
18.9631;32.5075;0.00587038;1.23465;1
18.96;32.4989;0.00861224;1.35205;1
18.9553;33.1495;0.0113189;1.49378;1
18.9546;33.7063;0.00838375;1.38475;1
18.9514;32.47;0.0053431;1.26261;1
18.9405;33.5961;0.00919225;1.8356;1
18.8815;33.3201;0.00548371;1.05061;1
18.8778;34.9125;0.0056419;1.73524;1
18.8607;33.6604;0.0201245;1.30987;1
18.8602;32.8863;0.00511462;1.11047;1
18.8504;33.9548;0.0183318;1.33613;1
18.8344;34.2199;0.00775102;1.78869;1
18.8289;34.4456;0.0069601;1.3313;1
18.8201;34.4247;0.00479825;2.13407;1
18.8157;32.7674;0.00499158;2.16605;1
18.7838;34.9183;0.0107917;1.79545;1
18.7755;33.9372;0.00996559;1.36683;1
18.7651;34.5676;0.0132875;1.15845;1
18.7623;32.9755;0.00669646;1.34813;1
18.7366;40.6038;0.00613402;1.12818;1
18.7322;33.2346;0.0164687;1.5706;1
18.7186;26.176;0.0650488;1.2547;1
18.7159;33.4924;0.0300901;1.9966;1
18.7154;31.9988;0.0212494;1.78146;1
18.7054;33.2375;0.00653827;2.26228;1
18.7026;33.6133;0.00854194;1.50074;1
18.7009;33.1746;0.00597584;1.33888;1
18.7005;33.9742;0.00546614;2.45913;1
18.6956;34.1076;0.00522007;1.41562;1
18.6826;34.3334;0.0087177;1.23731;1
18.6785;35.3247;0.00729404;1.26582;1
18.6783;32.8642;0.00472794;1.51284;1
18.6755;34.1516;0.00618675;1.5749;1
18.6363;32.563;0.00495643;1.11954;1
18.6214;32.3059;0.00506189;1.61357;1
18.6206;34.0759;0.0130238;1.29457;1
18.6112;40.3784;0.00618675;2.84153;1
18.6024;33.2046;0.0208979;1.32331;1
18.5982;34.1075;0.02313;2.08187;1
18.5854;33.0366;0.00699525;1.47138;1
18.5817;35.0006;0.0101589;1.3868;1
18.5794;33.7777;0.0183669;1.31648;1
18.5771;33.8111;0.00506189;1.2372;1
18.5756;33.3416;0.00639766;1.22841;1
18.5679;33.6454;0.0123384;1.33577;1
18.56;34.3715;0.0152911;2.01452;1
18.5565;33.1508;0.00522007;1.50063;1
18.5471;32.9487;0.00611645;1.05289;1
18.5451;33.1523;0.00495643;1.34862;1
18.5397;33.5456;0.0171718;1.79569;1
18.5391;38.24;0.0246064;2.82978;1
18.5388;33.2284;0.00469279;1.28069;1
18.5313;33.0919;0.00711828;1.81088;1
18.5309;33.791;0.0172596;1.57389;1
18.5258;33.7418;0.0073995;1.95729;1
18.5088;32.5655;0.0115474;1.78972;1
18.4972;33.0443;0.00683706;1.22799;1
18.4962;34.6155;0.0156426;1.14604;1
18.4727;34.7604;0.0101062;1.56439;1
18.462;34.0182;0.0057825;1.34642;1
18.4566;32.5167;0.00518492;1.59876;1
18.4494;32.954;0.00924498;2.54346;1
18.4476;32.7782;0.00880558;1.29857;1
18.4317;34.9023;0.00938558;1.52705;1
18.4247;33.9703;0.00511462;1.9822;1
18.4117;35.0949;0.00594069;1.15361;1
18.4102;33.4944;0.00536068;1.74026;1
18.3906;33.1795;0.00529038;1.64548;1
18.3835;34.1218;0.00562432;1.14108;1
18.3833;35.427;0.00467522;7.05802;1
18.3516;34.3299;0.0112486;1.80614;1
18.307;32.8568;0.0107917;1.20119;1
18.2438;35.6917;0.0112486;1.38284;1
18.2322;36.8466;0.00655585;1.88899;1
18.2286;31.0057;0.00493886;1.53976;1
